p__d31001,p__d31002,p__d31003,p__d31005,p__d31007,p__d26001,p__d26075,p__d26092,p__d11001,p__d22001,p__d28001,p__d29001,_idx,_model,_wave,성별,연령대
2,2,,,,1,1,2,1,1,2,2,907,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,1,1,1,2,1,908,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,909,gemini,2025,남성,3
4,1,1.0,1.0,2.0,1,1,1,1,1,2,1,910,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,911,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,1,1,1,2,1,912,gemini,2025,남성,3
3,1,1.0,3.0,2.0,1,1,1,1,1,2,1,913,gemini,2025,남성,3
4,1,1.0,1.0,1.0,1,1,1,1,1,1,1,914,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,915,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,916,gemini,2025,남성,3
2,2,,,,1,1,1,1,1,2,1,917,gemini,2025,남성,3
2,2,,,,1,1,2,1,1,2,2,918,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,919,gemini,2025,남성,3
2,2,,,,1,1,2,1,1,2,1,920,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,921,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,2,922,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,2,923,gemini,2025,남성,3
2,2,,,,1,1,2,1,1,2,2,924,gemini,2025,남성,3
2,2,,,,1,1,2,1,1,2,2,925,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,926,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,927,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,928,gemini,2025,남성,3
3,1,1.0,3.0,2.0,1,1,1,1,1,2,1,929,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,930,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,931,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,932,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,933,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,934,gemini,2025,남성,3
2,2,,,,1,1,1,1,1,2,2,935,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,936,gemini,2025,남성,3
2,2,,,,1,1,2,1,1,2,1,937,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,1,1,1,2,1,938,gemini,2025,남성,3
3,1,1.0,3.0,2.0,1,1,2,1,1,2,2,939,gemini,2025,남성,3
3,1,1.0,3.0,2.0,1,1,2,1,1,2,1,940,gemini,2025,남성,3
4,1,1.0,4.0,2.0,1,1,1,1,1,2,1,941,gemini,2025,남성,3
3,1,1.0,3.0,2.0,1,1,1,1,1,2,1,942,gemini,2025,남성,3
2,2,,,,1,1,2,1,1,2,2,943,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,944,gemini,2025,남성,3
3,1,1.0,3.0,2.0,1,1,2,1,1,2,1,945,gemini,2025,남성,3
2,2,,,,1,1,2,1,1,2,1,946,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,1,1,1,2,2,947,gemini,2025,남성,3
2,2,,,,1,1,2,1,1,2,2,948,gemini,2025,남성,3
2,2,,,,1,1,2,1,1,2,2,949,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,950,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,951,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,952,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,953,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,2,1,1,2,2,954,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,955,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,956,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,957,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,958,gemini,2025,남성,3
4,1,1.0,1.0,1.0,1,1,2,1,1,2,1,959,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,1,1,1,2,1,960,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,961,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,962,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,963,gemini,2025,남성,3
2,2,,,,1,1,1,1,1,2,1,964,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,965,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,966,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,967,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,968,gemini,2025,남성,3
3,1,1.0,3.0,2.0,1,1,1,1,1,1,1,969,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,2,970,gemini,2025,남성,3
2,2,,,,1,1,2,1,1,2,2,971,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,972,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,973,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,974,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,2,1,2,1,975,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,976,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,977,gemini,2025,남성,3
4,1,1.0,6.0,2.0,1,1,1,1,1,1,1,978,gemini,2025,남성,3
3,1,1.0,4.0,2.0,1,1,2,1,1,2,2,979,gemini,2025,남성,3
4,1,1.0,1.0,2.0,1,1,1,1,1,2,1,980,gemini,2025,남성,3
2,2,,,,1,1,1,1,1,2,2,981,gemini,2025,남성,3
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,982,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,983,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,1,2,1,2,1,984,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,985,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,986,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,987,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,988,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,989,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,990,gemini,2025,남성,4
3,1,1.0,3.0,2.0,1,1,2,2,1,2,2,991,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,992,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,993,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,2,994,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,995,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,996,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,1,997,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,998,gemini,2025,남성,4
3,1,1.0,1.0,1.0,1,1,2,2,1,2,1,999,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1000,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,1001,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1002,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1003,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1004,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1005,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1006,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,1,1,1,2,1,1007,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1008,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1009,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1010,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,1,1011,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1012,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1013,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,2,1014,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,1015,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1016,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1017,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1018,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,2,1019,gemini,2025,남성,4
3,1,1.0,3.0,2.0,1,1,2,1,1,2,1,1020,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1021,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1022,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1023,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1024,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1025,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1026,gemini,2025,남성,4
4,1,2.0,1.0,1.0,1,1,2,1,1,1,1,1027,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1028,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,1029,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,2,1030,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1031,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,1032,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1033,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,1034,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1035,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,1,1036,gemini,2025,남성,4
3,1,1.0,1.0,1.0,1,1,2,1,1,2,1,1037,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1038,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1039,gemini,2025,남성,4
3,1,1.0,3.0,2.0,1,1,2,1,1,2,1,1040,gemini,2025,남성,4
4,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1041,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1042,gemini,2025,남성,4
4,1,2.0,1.0,1.0,1,1,2,2,1,2,1,1043,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1044,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,1,1045,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1046,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1047,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1048,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1049,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1050,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1051,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1052,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1053,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1054,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1055,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1056,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1057,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1058,gemini,2025,남성,4
3,1,1.0,1.0,1.0,1,1,2,1,1,2,1,1059,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1060,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,1061,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,1062,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1063,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,1,1064,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1065,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1066,gemini,2025,남성,4
4,1,1.0,1.0,1.0,1,1,2,2,1,2,2,1067,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1068,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1069,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,1,1,1,2,1,1070,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,1071,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1072,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,1073,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1074,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1075,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1076,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1077,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,1,1,1,2,1,1078,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1079,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1080,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1081,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1082,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1083,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1084,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1085,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1086,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1087,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1088,gemini,2025,남성,4
3,1,1.0,3.0,2.0,1,1,1,1,1,2,1,1089,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,1,1,1,2,1,1090,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1091,gemini,2025,남성,4
3,1,1.0,3.0,2.0,1,1,2,2,1,2,2,1092,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1093,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,1,1094,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1095,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1096,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1097,gemini,2025,남성,4
3,1,1.0,1.0,1.0,1,1,1,1,1,2,1,1098,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1099,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1100,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1101,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1102,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,1,1,1,2,1,1103,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1104,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1105,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1106,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1107,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1108,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1109,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1110,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1111,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1112,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1113,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1114,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,1,1115,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1116,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1117,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,1118,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1119,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1120,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,1121,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,1122,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1123,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1124,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1125,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,1126,gemini,2025,남성,4
4,1,1.0,1.0,1.0,1,1,2,1,1,2,1,1127,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,1128,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1129,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1130,gemini,2025,남성,4
3,1,1.0,1.0,1.0,1,1,2,1,1,2,1,1131,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1132,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1133,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1134,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1135,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,1,1136,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1137,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1138,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1139,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1140,gemini,2025,남성,4
4,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1141,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1142,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1143,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1144,gemini,2025,남성,4
4,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1145,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,1,1,1,2,1,1146,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1147,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1148,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1149,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,1150,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1151,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1152,gemini,2025,남성,4
2,1,1.0,4.0,2.0,1,1,2,1,1,2,2,1153,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1154,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1155,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,2,1156,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1157,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1158,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1159,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1160,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1161,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1162,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,1163,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1164,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1165,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1166,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1167,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,1,1,1,2,1,1168,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1169,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1170,gemini,2025,남성,4
4,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1171,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1172,gemini,2025,남성,4
4,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1173,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1174,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1175,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1176,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1177,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1178,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,1,1179,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1180,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1181,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1182,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1183,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1184,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,1,1185,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1186,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1187,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,1,1188,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,1,1,1,2,1,1189,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,1,1,1,2,1,1190,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1191,gemini,2025,남성,4
2,2,,,,1,1,1,1,1,2,1,1192,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,1193,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1194,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1195,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1196,gemini,2025,남성,4
2,2,,,,1,1,1,1,1,2,1,1197,gemini,2025,남성,4
3,1,1.0,3.0,2.0,1,1,2,2,1,2,2,1198,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,1199,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1200,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1201,gemini,2025,남성,4
3,1,1.0,3.0,2.0,1,1,2,2,1,2,2,1202,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1203,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1204,gemini,2025,남성,4
3,1,1.0,1.0,1.0,1,1,2,1,1,2,1,1205,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1206,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,1207,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,1208,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1209,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,1,1210,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1211,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,1212,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,1213,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1214,gemini,2025,남성,4
2,2,,,,1,1,1,1,1,2,1,1215,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,2,1216,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1217,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1218,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,1,1219,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1220,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,2,1221,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,1,1,1,2,1,1222,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1223,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1224,gemini,2025,남성,4
2,2,,,,2,1,2,2,1,2,2,1225,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,2,1,2,1,1226,gemini,2025,남성,4
2,2,,,,1,1,2,1,1,2,2,1227,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1228,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1229,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,2,1230,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1231,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1232,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,1,1,2,1,1233,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1234,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,1,1235,gemini,2025,남성,4
3,1,1.0,1.0,2.0,1,1,2,2,1,2,2,1236,gemini,2025,남성,4
3,1,1.0,4.0,2.0,1,1,2,1,1,2,1,1237,gemini,2025,남성,4
2,2,,,,1,1,2,2,1,2,1,1238,gemini,2025,남성,4
