p__m01016,p__m01004,p__d29001,p__d31002,p__m01005,p__m01022,p__m01012,p__d31005,p__m01015,p__m01008,p__d31003,p__m01024,p__m01014,p__m01006,p__d31001,p__d26001,p__d26075,p__m01019,p__d11001,p__d28001,p__m01011,p__m01020,p__m01007,p__d22001,p__m01017,p__m01003,p__d26092,p__m01009,p__m01013,p__m01001,p__m01010,p__d31007,p__m01018,p__m01021,p__m01002,p__m01023,_idx,_model,_wave,성별,연령대,_error
3.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,284,gemini,2024,남성,5,
2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,285,gemini,2024,남성,5,
2.0,3.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,286,gemini,2024,남성,5,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,2.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,2.0,3.0,287,gemini,2024,남성,5,
2.0,2.0,2.0,2.0,4.0,3.0,2.0,,2.0,3.0,,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,,4.0,3.0,3.0,4.0,288,gemini,2024,남성,5,
2.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,289,gemini,2024,남성,5,
3.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,290,gemini,2024,남성,5,
3.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,291,gemini,2024,남성,5,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,292,gemini,2024,남성,5,
2.0,3.0,1.0,2.0,4.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,,4.0,3.0,3.0,4.0,293,gemini,2024,남성,5,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,2.0,2.0,294,gemini,2024,남성,5,
2.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,295,gemini,2024,남성,5,
2.0,3.0,1.0,2.0,4.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,,4.0,3.0,3.0,4.0,296,gemini,2024,남성,5,
4.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,297,gemini,2024,남성,5,
2.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,298,gemini,2024,남성,5,
2.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,299,gemini,2024,남성,5,
3.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,300,gemini,2024,남성,5,
2.0,3.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,301,gemini,2024,남성,5,
2.0,2.0,2.0,2.0,3.0,3.0,1.0,,1.0,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,3.0,302,gemini,2024,남성,5,
3.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,303,gemini,2024,남성,5,
3.0,3.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,304,gemini,2024,남성,5,
2.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,305,gemini,2024,남성,5,
3.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,306,gemini,2024,남성,5,
3.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,307,gemini,2024,남성,5,
3.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,308,gemini,2024,남성,5,
3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,309,gemini,2024,남성,5,
3.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,310,gemini,2024,남성,5,
2.0,3.0,2.0,2.0,3.0,2.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,3.0,3.0,311,gemini,2024,남성,5,
1.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,312,gemini,2024,남성,5,
2.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,313,gemini,2024,남성,5,
2.0,3.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,314,gemini,2024,남성,5,
2.0,2.0,2.0,2.0,4.0,2.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,3.0,315,gemini,2024,남성,5,
2.0,4.0,2.0,2.0,4.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,,4.0,2.0,3.0,2.0,316,gemini,2024,남성,5,
2.0,3.0,1.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,317,gemini,2024,남성,5,
3.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,318,gemini,2024,남성,5,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,2.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,3.0,319,gemini,2024,남성,6,
3.0,4.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,320,gemini,2024,남성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,3.0,321,gemini,2024,남성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,2.0,2.0,322,gemini,2024,남성,6,
2.0,3.0,2.0,2.0,3.0,2.0,1.0,,2.0,2.0,,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,3.0,3.0,323,gemini,2024,남성,6,
1.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,3.0,4.0,324,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,4.0,3.0,3.0,,2.0,4.0,,3.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,3.0,325,gemini,2024,남성,6,
3.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,326,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,327,gemini,2024,남성,6,
2.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,328,gemini,2024,남성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,,3.0,2.0,2.0,3.0,329,gemini,2024,남성,6,
3.0,2.0,2.0,2.0,4.0,3.0,2.0,,2.0,3.0,,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,2.0,3.0,330,gemini,2024,남성,6,
2.0,3.0,2.0,2.0,4.0,2.0,2.0,,2.0,3.0,,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,,4.0,3.0,3.0,3.0,331,gemini,2024,남성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,332,gemini,2024,남성,6,
3.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,333,gemini,2024,남성,6,
2.0,2.0,1.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,334,gemini,2024,남성,6,
4.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,5.0,1.0,2.0,3.0,5.0,4.0,1.0,5.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,5.0,3.0,4.0,4.0,335,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,3.0,336,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,2.0,,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,4.0,337,gemini,2024,남성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,3.0,2.0,2.0,4.0,338,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,4.0,2.0,2.0,,2.0,3.0,,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,339,gemini,2024,남성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,2.0,2.0,2.0,2.0,340,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,3.0,3.0,,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,3.0,3.0,3.0,3.0,341,gemini,2024,남성,6,
3.0,2.0,1.0,2.0,3.0,2.0,2.0,,3.0,3.0,,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,,3.0,3.0,2.0,3.0,342,gemini,2024,남성,6,
3.0,3.0,2.0,2.0,4.0,3.0,2.0,,3.0,3.0,,3.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,,4.0,3.0,3.0,3.0,343,gemini,2024,남성,6,
3.0,3.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,,4.0,3.0,3.0,3.0,344,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,3.0,3.0,1.0,,2.0,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,3.0,3.0,345,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,1.0,3.0,,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,2.0,4.0,346,gemini,2024,남성,6,
2.0,2.0,1.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,3.0,3.0,2.0,3.0,347,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,3.0,348,gemini,2024,남성,6,
1.0,1.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,349,gemini,2024,남성,6,
3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,350,gemini,2024,남성,6,
2.0,3.0,2.0,2.0,3.0,2.0,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,3.0,3.0,351,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,,3.0,3.0,3.0,3.0,352,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,3.0,3.0,1.0,,1.0,2.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,3.0,2.0,3.0,353,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,3.0,354,gemini,2024,남성,6,
2.0,3.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,3.0,4.0,355,gemini,2024,남성,6,
1.0,2.0,2.0,2.0,3.0,2.0,2.0,,1.0,2.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,3.0,356,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,4.0,2.0,3.0,,3.0,4.0,,3.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,357,gemini,2024,남성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,3.0,358,gemini,2024,남성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,2.0,359,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,2.0,3.0,360,gemini,2024,남성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,3.0,2.0,3.0,361,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,4.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,3.0,2.0,3.0,362,gemini,2024,남성,6,
2.0,3.0,2.0,2.0,3.0,2.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,,3.0,2.0,3.0,2.0,363,gemini,2024,남성,6,
3.0,3.0,2.0,2.0,3.0,3.0,2.0,,3.0,3.0,,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,364,gemini,2024,남성,6,
1.0,2.0,2.0,2.0,3.0,3.0,1.0,,1.0,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,3.0,365,gemini,2024,남성,6,
3.0,2.0,2.0,2.0,3.0,3.0,2.0,,3.0,3.0,,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,2.0,2.0,366,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,2.0,3.0,367,gemini,2024,남성,6,
3.0,4.0,2.0,2.0,4.0,3.0,2.0,,3.0,3.0,,4.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,,4.0,3.0,3.0,4.0,368,gemini,2024,남성,6,
3.0,3.0,2.0,2.0,4.0,3.0,2.0,,3.0,3.0,,3.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,,4.0,3.0,3.0,3.0,369,gemini,2024,남성,6,
2.0,3.0,2.0,2.0,3.0,2.0,2.0,,2.0,3.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,4.0,370,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,1.0,3.0,,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,2.0,3.0,371,gemini,2024,남성,6,
2.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,372,gemini,2024,남성,6,
2.0,2.0,2.0,2.0,3.0,3.0,1.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,2.0,373,gemini,2024,남성,6,
