p__d31001,p__d31002,p__d31003,p__d31005,p__d31007,p__m01001,p__m01002,p__m01003,p__m01004,p__m01005,p__m01006,p__m01007,p__m01008,p__m01009,p__m01010,p__m01011,p__m01012,p__m01013,p__m01014,p__m01015,p__m01016,p__m01017,p__m01018,p__m01019,p__m01020,p__m01021,p__m01022,p__m01023,p__m01024,p__d26001,p__d26075,p__d26092,p__d11001,p__d22001,p__d28001,p__d29001,_idx,_model,_wave,성별,연령대
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,4,3,3,3,4,1,1,2,1,1,2,1,148,gemini,2024,남성,3
3,1,1.0,1.0,2.0,3,4,4,4,4,4,4,4,5,3,3,3,2,3,4,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,149,gemini,2024,남성,3
2,2,,,,2,2,3,2,4,3,4,3,2,2,2,2,1,1,1,1,4,3,4,4,2,2,3,3,1,1,1,1,1,2,2,150,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,4,4,4,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,3,4,3,4,1,1,1,1,1,2,1,151,gemini,2024,남성,4
2,2,,,,2,3,3,2,4,4,4,3,3,2,2,3,1,1,1,1,3,3,2,2,2,2,3,2,1,1,1,1,1,2,2,152,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,3,3,2,3,2,2,1,1,1,1,2,2,2,4,4,3,3,3,3,3,3,1,1,2,2,1,2,1,153,gemini,2024,남성,4
2,2,,,,2,3,3,2,3,2,3,2,1,1,1,1,1,2,2,1,3,3,3,3,2,3,3,3,1,1,1,2,1,2,2,154,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,2,4,4,4,3,3,2,2,2,2,3,3,2,4,3,3,3,3,3,3,3,1,1,1,1,1,2,1,155,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,4,3,3,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,2,3,3,1,1,2,1,1,2,1,156,gemini,2024,남성,4
3,1,1.0,3.0,2.0,2,3,3,3,4,4,4,4,3,2,2,3,2,4,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,157,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,3,2,3,2,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,158,gemini,2024,남성,4
4,1,1.0,1.0,1.0,3,4,4,4,4,3,4,4,2,2,2,2,3,4,4,4,4,4,4,4,3,4,3,4,1,1,2,1,1,2,1,159,gemini,2024,남성,4
2,2,,,,2,3,3,2,4,3,4,3,3,2,2,3,1,2,2,2,3,3,3,3,2,2,3,3,1,1,2,1,1,2,2,160,gemini,2024,남성,4
3,1,1.0,1.0,2.0,3,4,4,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,1,1,1,1,1,2,1,161,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,4,4,4,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,162,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,4,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,4,3,3,3,4,1,1,2,1,1,2,1,163,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,1,1,1,2,1,164,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,1,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,165,gemini,2024,남성,4
4,1,1.0,1.0,1.0,3,4,4,4,4,3,4,4,3,3,2,2,3,4,4,4,4,5,4,4,3,4,3,4,1,1,1,1,1,2,1,166,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,4,3,3,4,4,4,4,3,3,3,4,1,1,2,1,1,2,1,167,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,168,gemini,2024,남성,4
3,1,1.0,1.0,2.0,3,3,3,3,4,3,4,3,2,2,2,2,2,4,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,2,1,169,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,2,4,4,4,4,2,3,3,4,1,1,1,1,1,2,1,170,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,171,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,2,3,3,3,3,2,2,2,2,2,3,3,2,3,3,3,3,2,2,2,2,1,1,2,1,1,2,2,172,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,2,3,3,2,3,2,2,2,2,1,2,4,3,3,4,4,4,4,2,3,3,4,1,1,2,2,1,2,1,173,gemini,2024,남성,4
4,1,1.0,1.0,1.0,4,4,4,4,5,4,4,4,3,3,3,3,3,4,4,4,5,5,5,5,4,5,4,5,1,1,1,1,1,1,1,174,gemini,2024,남성,4
2,2,,,,2,2,3,2,4,3,3,3,3,2,2,2,1,2,2,2,3,3,3,3,2,2,3,3,1,1,2,1,1,2,2,175,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,4,4,3,3,3,3,3,2,2,2,2,1,2,2,2,4,4,4,4,2,3,3,3,1,1,1,1,1,2,1,176,gemini,2024,남성,4
2,1,1.0,4.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,2,3,3,1,1,1,1,1,2,1,177,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,4,3,2,3,2,2,1,2,1,2,4,3,4,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,178,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,2,3,3,3,1,1,1,1,1,2,1,179,gemini,2024,남성,4
2,2,,,,2,2,2,2,3,2,3,2,1,1,1,1,1,2,2,1,3,3,3,3,2,2,2,3,2,1,2,2,1,2,2,180,gemini,2024,남성,4
2,2,,,,2,3,3,2,3,2,3,2,1,1,1,1,1,2,2,2,3,3,3,3,2,2,2,3,1,1,2,1,1,2,1,181,gemini,2024,남성,4
2,2,,,,2,2,2,2,3,2,3,2,1,1,1,1,1,1,1,1,3,3,2,2,2,2,3,2,1,1,2,2,1,2,2,182,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,4,3,3,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,183,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,4,3,4,4,3,3,3,2,2,2,2,2,4,3,4,4,4,4,4,3,4,3,4,1,1,2,2,1,2,1,184,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,1,2,2,2,4,4,3,4,4,4,4,3,3,3,4,1,1,2,1,1,2,1,185,gemini,2024,남성,4
2,2,,,,1,2,2,2,3,2,3,2,1,1,1,1,1,2,1,1,3,3,2,2,2,2,3,2,1,1,2,2,1,2,2,186,gemini,2024,남성,4
2,2,,,,2,2,2,2,3,3,4,3,2,1,1,1,1,2,2,1,3,3,3,3,2,3,3,2,1,1,1,1,1,2,1,187,gemini,2024,남성,4
2,2,,,,1,2,2,2,3,2,3,2,1,1,1,1,1,2,2,1,3,3,2,2,2,3,3,2,1,1,2,2,1,2,2,188,gemini,2024,남성,4
2,2,,,,2,3,3,2,4,3,4,3,2,1,2,2,1,1,1,1,3,3,2,2,2,3,2,2,2,1,2,2,1,2,2,189,gemini,2024,남성,4
2,2,,,,2,3,3,3,4,3,3,3,2,2,2,2,1,2,2,2,3,3,3,3,2,3,3,3,1,1,1,1,1,2,1,190,gemini,2024,남성,4
3,1,1.0,4.0,2.0,3,3,3,3,4,4,4,4,2,2,2,2,2,3,3,3,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,191,gemini,2024,남성,4
2,2,,,,2,3,3,3,3,2,3,3,1,1,1,1,1,2,2,1,3,3,3,3,2,3,3,2,1,1,2,1,1,2,2,192,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,3,3,4,4,1,1,2,1,1,2,1,193,gemini,2024,남성,4
3,1,1.0,3.0,2.0,2,2,3,2,4,4,4,4,3,2,3,3,2,3,3,2,4,3,4,4,2,3,3,3,1,1,1,1,1,2,1,194,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,2,3,3,4,1,1,2,1,1,2,1,195,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,196,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,3,4,4,4,3,2,2,2,2,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,197,gemini,2024,남성,4
3,1,1.0,1.0,2.0,3,4,4,4,5,4,5,4,3,3,3,3,3,4,4,4,4,4,5,4,3,4,4,4,1,1,1,1,1,2,1,198,gemini,2024,남성,4
2,2,,,,2,3,3,2,4,3,4,3,2,1,1,2,1,1,1,1,4,3,3,3,2,2,3,3,1,1,2,1,1,2,1,199,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,4,4,4,4,3,4,3,2,2,2,2,3,4,3,4,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,200,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,2,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,4,4,2,3,3,4,1,1,2,1,1,2,1,201,gemini,2024,남성,4
2,2,,,,2,2,2,3,3,2,3,2,1,1,1,1,2,3,2,2,3,3,3,3,2,3,3,3,2,1,2,2,1,2,2,202,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,4,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,3,3,3,3,1,1,2,1,1,2,1,203,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,4,3,3,3,3,2,2,2,2,2,3,3,3,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,204,gemini,2024,남성,4
3,1,1.0,3.0,2.0,2,3,3,2,4,3,4,4,3,2,2,2,3,4,4,4,4,4,4,4,2,3,3,3,1,1,2,1,1,2,1,205,gemini,2024,남성,4
2,2,,,,2,2,2,1,3,3,4,3,2,1,1,1,2,3,2,2,3,3,4,4,2,3,3,3,1,1,2,2,1,2,1,206,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,1,1,1,2,3,2,2,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,207,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,4,3,3,4,4,4,4,3,3,3,4,1,1,2,1,1,2,1,208,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,4,3,4,4,3,4,4,2,2,2,2,3,4,4,4,4,4,4,4,2,3,3,4,1,1,2,2,1,2,1,209,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,2,3,2,4,4,4,4,3,3,3,3,2,3,3,3,4,4,5,5,3,3,3,4,1,1,1,1,1,2,1,210,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,3,4,3,3,3,2,2,2,2,2,2,3,2,4,4,3,3,2,2,3,3,1,1,1,1,1,2,2,211,gemini,2024,남성,4
2,2,,,,2,3,3,2,4,4,4,3,3,2,2,2,1,2,2,2,3,3,3,3,2,3,3,3,1,1,2,1,1,2,1,212,gemini,2024,남성,4
2,2,,,,2,3,3,2,3,2,3,2,2,1,1,2,1,2,2,2,3,3,2,2,2,2,3,3,1,1,2,2,1,2,2,213,gemini,2024,남성,4
2,1,1.0,4.0,2.0,2,3,3,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,2,2,214,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,2,3,2,4,3,4,3,3,2,2,2,2,2,2,2,3,3,4,4,2,2,2,2,1,1,2,1,1,2,1,215,gemini,2024,남성,4
3,1,5.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,4,3,1,1,2,1,1,2,1,216,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,4,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,217,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,4,4,3,4,4,2,2,2,2,2,4,3,3,4,4,4,4,3,3,3,3,1,1,2,2,1,2,1,218,gemini,2024,남성,4
3,1,1.0,1.0,2.0,3,4,4,4,4,4,4,4,3,3,4,4,2,2,3,2,4,4,4,4,3,4,4,4,1,1,1,1,1,2,1,219,gemini,2024,남성,4
2,2,,,,2,2,2,2,3,2,3,2,1,1,1,1,1,2,2,1,3,3,3,3,2,3,3,2,1,1,1,2,1,2,2,220,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,4,3,3,3,3,1,1,2,1,1,2,1,221,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,2,2,2,2,2,2,3,2,2,4,4,4,4,2,3,3,3,1,1,2,2,1,2,1,222,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,2,2,2,4,3,4,3,2,2,2,2,2,3,3,2,4,4,4,4,3,3,3,3,1,1,2,1,1,2,2,223,gemini,2024,남성,4
3,1,1.0,1.0,1.0,3,4,4,5,3,3,3,3,2,2,2,2,3,4,3,4,4,4,4,4,3,4,4,5,1,1,2,1,1,2,1,224,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,3,4,3,3,4,4,4,4,3,3,3,4,1,1,2,2,1,2,1,225,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,3,3,3,3,1,1,2,1,1,2,1,226,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,227,gemini,2024,남성,4
2,2,,,,2,3,3,2,3,2,3,2,1,1,1,1,1,2,1,1,3,3,3,3,2,3,3,3,1,1,2,2,1,2,2,228,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,4,4,4,4,3,4,3,2,2,2,2,3,4,3,3,4,4,4,4,2,3,3,4,1,1,1,1,1,2,1,229,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,2,2,2,2,2,2,3,2,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,230,gemini,2024,남성,4
2,2,,,,2,3,3,2,4,3,4,3,2,2,2,2,1,2,2,2,3,3,3,3,2,2,3,3,1,1,2,2,1,2,2,231,gemini,2024,남성,4
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,2,2,3,2,4,3,4,4,2,3,3,3,1,1,1,1,1,2,1,232,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,2,2,1,1,1,2,3,2,2,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,233,gemini,2024,남성,4
2,2,,,,2,3,3,2,3,2,3,2,1,1,1,1,1,2,2,1,3,3,3,3,2,2,3,2,1,1,1,1,1,2,2,234,gemini,2024,남성,4
3,1,1.0,1.0,2.0,2,3,3,4,4,3,4,3,2,2,2,2,2,4,3,3,4,4,4,4,2,3,3,4,1,1,2,2,1,2,1,235,gemini,2024,남성,5
2,2,,,,2,2,2,3,3,2,3,2,2,1,1,1,1,1,1,1,3,3,2,2,2,3,3,2,1,1,2,2,1,2,2,236,gemini,2024,남성,5
2,2,,,,2,2,2,2,3,2,3,2,2,1,1,1,1,2,2,2,3,3,2,2,2,3,3,3,1,1,2,2,1,2,2,237,gemini,2024,남성,5
2,2,,,,1,2,2,2,3,2,2,2,1,1,1,1,1,2,1,2,3,3,2,2,2,2,3,2,2,1,2,2,1,2,2,238,gemini,2024,남성,5
2,2,,,,2,2,2,2,3,2,3,2,2,1,1,1,1,2,1,1,3,3,2,2,2,3,3,3,1,1,1,2,1,2,2,239,gemini,2024,남성,5
2,2,,,,2,3,3,2,3,2,3,2,2,1,1,1,1,2,2,2,3,3,2,2,2,2,3,3,1,1,2,2,1,2,2,240,gemini,2024,남성,5
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,2,4,3,3,4,4,4,4,2,3,3,4,1,1,2,1,1,2,1,241,gemini,2024,남성,5
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,242,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,4,3,4,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,3,1,1,2,2,1,2,1,243,gemini,2024,남성,5
2,2,,,,2,3,3,2,3,2,3,2,1,1,1,1,1,1,1,1,3,3,2,2,2,3,3,2,1,1,2,2,1,2,2,244,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,2,3,3,3,1,1,1,2,1,2,2,245,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,4,3,4,3,2,3,3,2,2,2,2,2,4,3,3,4,4,3,3,3,4,3,4,1,1,2,2,1,2,1,246,gemini,2024,남성,5
2,2,,,,1,2,2,2,3,2,3,2,1,1,1,1,1,1,1,1,3,3,2,2,2,2,3,2,2,1,2,2,1,2,2,247,gemini,2024,남성,5
4,1,1.0,1.0,1.0,3,4,3,4,4,3,4,4,2,2,2,2,3,4,4,4,4,4,4,4,3,4,4,4,1,1,2,2,1,2,1,248,gemini,2024,남성,5
3,1,1.0,1.0,1.0,2,3,3,4,3,2,3,3,2,2,2,2,2,4,3,3,4,4,4,4,3,3,3,4,1,1,2,2,1,2,1,249,gemini,2024,남성,5
2,2,,,,1,2,2,2,3,2,3,2,1,1,1,1,1,1,1,1,3,3,2,2,2,2,3,2,1,1,2,2,1,2,2,250,gemini,2024,남성,5
2,2,,,,2,3,3,3,3,2,3,2,1,1,1,1,1,2,1,2,3,3,2,2,2,2,3,3,1,1,2,2,1,2,2,251,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,4,3,4,3,2,3,3,2,1,1,1,2,3,3,3,4,4,4,4,3,4,3,3,1,1,2,1,1,2,1,252,gemini,2024,남성,5
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,4,3,3,4,4,4,4,3,3,4,3,1,1,2,1,1,2,1,253,gemini,2024,남성,5
3,1,1.0,4.0,2.0,2,3,3,3,4,3,3,3,2,2,2,2,2,4,3,3,4,4,3,3,2,3,3,4,1,1,2,2,1,2,1,254,gemini,2024,남성,5
2,2,,,,2,3,3,2,4,3,3,3,2,1,1,1,2,3,3,3,3,3,3,3,2,2,3,3,1,1,2,2,1,2,2,255,gemini,2024,남성,5
2,2,,,,2,3,3,3,3,2,3,2,2,1,1,1,1,2,2,2,3,3,2,2,2,2,3,3,1,1,2,2,1,2,1,256,gemini,2024,남성,5
3,1,1.0,1.0,1.0,3,4,4,4,4,3,4,4,2,3,3,3,2,4,3,3,4,4,4,4,3,4,3,4,1,1,1,1,1,2,1,257,gemini,2024,남성,5
4,1,1.0,1.0,1.0,3,4,4,4,4,3,4,4,2,3,2,2,3,4,4,4,5,5,5,5,3,4,4,4,1,1,1,1,1,1,1,258,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,4,3,3,4,4,3,3,3,3,3,3,1,1,2,2,1,2,1,259,gemini,2024,남성,5
3,1,1.0,1.0,2.0,3,4,4,4,4,3,4,4,3,3,3,3,3,4,3,3,4,4,4,4,3,3,3,4,1,1,2,1,1,2,1,260,gemini,2024,남성,5
2,2,,,,2,2,2,2,4,3,3,3,2,1,2,2,1,2,2,1,3,3,3,3,2,3,4,3,1,1,2,1,1,2,2,261,gemini,2024,남성,5
4,1,1.0,1.0,1.0,3,4,4,4,3,3,3,3,2,2,2,2,3,4,4,4,4,4,4,4,3,4,3,4,1,1,2,1,1,2,1,262,gemini,2024,남성,5
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,263,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,4,3,2,2,2,3,4,4,3,4,4,4,4,3,4,3,4,1,1,2,2,1,2,1,264,gemini,2024,남성,5
2,2,,,,2,2,2,2,3,2,3,2,2,1,1,1,1,2,2,1,3,3,2,2,2,3,3,2,1,1,2,2,1,2,2,265,gemini,2024,남성,5
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,2,3,3,3,4,3,3,4,2,3,3,3,1,1,2,1,1,2,1,266,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,3,3,4,4,3,4,4,2,2,2,2,3,4,4,4,4,4,4,4,2,3,3,4,1,1,2,2,1,2,1,267,gemini,2024,남성,5
3,1,1.0,4.0,2.0,1,2,2,2,3,2,3,3,2,2,1,1,2,3,3,2,4,3,3,4,2,3,2,3,1,1,2,2,1,2,1,268,gemini,2024,남성,5
2,2,,,,2,2,2,2,3,2,3,2,1,1,1,1,1,2,1,1,3,3,2,2,2,2,3,2,1,1,2,2,1,2,2,269,gemini,2024,남성,5
3,1,1.0,3.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,1,2,2,2,4,3,3,3,2,3,3,3,1,1,2,1,1,2,1,270,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,4,2,2,2,2,3,4,4,4,4,4,4,4,3,4,3,4,1,1,2,1,1,2,1,271,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,4,2,2,2,2,2,4,3,3,4,4,4,4,3,3,3,4,1,1,2,1,1,2,1,272,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,4,3,3,4,4,4,4,3,3,3,4,1,1,2,1,1,2,1,273,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,2,1,1,1,1,1,2,2,2,4,4,3,3,3,3,3,3,1,1,1,2,1,2,2,274,gemini,2024,남성,5
2,2,,,,1,2,2,2,3,2,3,2,1,1,1,1,1,2,2,1,3,3,2,2,2,3,3,3,1,1,2,2,1,2,2,275,gemini,2024,남성,5
2,2,,,,1,2,2,2,3,2,3,2,1,1,1,1,1,1,1,1,3,3,2,2,2,2,3,2,2,1,2,2,1,2,2,276,gemini,2024,남성,5
2,2,,,,2,2,2,2,4,3,4,3,2,2,2,2,1,2,2,2,3,3,3,2,2,3,3,2,1,1,2,2,1,2,2,277,gemini,2024,남성,5
3,1,1.0,4.0,2.0,2,3,3,3,4,4,4,4,3,2,2,2,3,4,4,4,4,4,4,4,3,3,3,4,1,1,2,1,1,2,1,278,gemini,2024,남성,5
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,2,1,279,gemini,2024,남성,5
2,2,,,,2,2,2,2,3,2,3,2,1,1,1,1,1,2,2,2,3,3,2,2,2,2,3,2,2,1,2,2,1,2,2,280,gemini,2024,남성,5
2,2,,,,1,1,2,1,3,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,1,1,2,2,1,2,2,281,gemini,2024,남성,5
2,2,,,,2,3,3,2,3,3,3,3,2,2,2,2,1,2,2,1,3,3,3,2,2,3,3,3,1,1,2,1,1,2,2,282,gemini,2024,남성,5
2,2,,,,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,1,1,2,1,1,2,2,283,gemini,2024,남성,5
3,1,1.0,1.0,1.0,2,4,4,4,3,3,3,3,2,2,2,2,2,3,3,3,4,4,4,4,3,4,4,4,1,1,2,1,1,2,1,284,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,2,4,4,4,4,3,4,3,3,1,1,1,1,1,2,1,285,gemini,2024,남성,5
1,2,,,,1,1,1,1,3,2,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,286,gemini,2024,남성,5
2,2,,,,2,3,3,2,3,2,3,2,2,2,2,2,1,2,2,2,3,3,2,2,2,3,3,3,1,1,2,2,1,2,2,287,gemini,2024,남성,5
2,2,,,,2,3,3,2,4,3,4,3,2,1,2,2,2,3,3,4,4,4,3,3,3,3,4,3,1,1,2,2,1,2,2,288,gemini,2024,남성,5
3,1,1.0,4.0,2.0,2,4,4,4,4,3,4,3,2,2,2,2,1,2,2,2,4,4,4,4,3,3,4,4,1,1,2,2,1,2,2,289,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,4,3,4,4,4,3,3,2,3,3,3,1,1,2,2,1,2,1,290,gemini,2024,남성,5
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,4,3,3,4,4,4,4,2,3,3,3,1,1,2,2,1,2,2,291,gemini,2024,남성,5
2,2,,,,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,292,gemini,2024,남성,5
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,4,3,1,1,1,1,1,2,1,293,gemini,2024,남성,5
2,2,,,,2,3,3,2,3,2,3,2,1,1,1,1,1,2,1,1,3,3,2,2,2,2,2,2,1,1,2,2,1,2,2,294,gemini,2024,남성,5
2,2,,,,2,3,3,3,3,2,3,3,2,1,1,1,1,2,2,2,3,3,3,3,2,2,3,3,1,1,2,2,1,2,2,295,gemini,2024,남성,5
2,2,,,,2,3,3,3,3,2,3,3,2,2,2,2,1,2,2,2,3,3,3,3,2,2,3,3,1,1,2,2,1,2,1,296,gemini,2024,남성,5
3,1,1.0,1.0,2.0,2,3,3,2,4,3,4,4,3,2,2,2,2,4,3,3,4,4,4,4,2,3,3,4,1,1,2,1,1,2,1,297,gemini,2024,남성,5
2,2,,,,2,3,3,2,4,3,4,3,2,2,2,2,1,2,2,2,4,3,3,3,2,3,3,3,1,1,2,1,1,2,2,298,gemini,2024,남성,5
2,2,,,,1,2,2,2,3,2,3,2,1,1,1,1,1,2,2,1,3,3,2,2,2,2,3,3,1,1,1,1,1,2,2,299,gemini,2024,남성,5
4,1,1.0,1.0,1.0,3,4,4,4,4,3,4,3,2,2,2,3,3,4,3,4,4,4,4,4,3,3,4,4,1,1,2,1,1,2,1,300,gemini,2024,남성,5
2,2,,,,2,2,3,3,3,2,3,2,1,1,1,1,1,2,2,1,3,3,3,2,2,3,3,3,1,1,2,2,1,2,2,301,gemini,2024,남성,5
2,2,,,,2,2,2,2,3,2,3,2,2,1,1,1,1,2,2,2,3,3,2,2,2,3,3,3,1,1,2,2,1,2,2,302,gemini,2024,남성,5
