_idx,uuid,sex,age,province,education_level,occupation,성별,연령대,연령대_라벨,시도,교육수준
758,e38144fa4531424687cb8120deeacca7,남자,21,경기,고등학교,건물 경비원,남성,3,20대,경기도,고졸
759,7c4f0ba153544ba78f3097f25bc31ad3,남자,28,부산,4년제 대학교,인류학 연구원,남성,3,20대,부산광역시,대졸
760,853321c99788469d955d4ec7cae1e62c,남자,26,대구,2~3년제 전문대학,영업 관리 사무원,남성,3,20대,대구광역시,전문대졸
761,6e500beaec8f4a0a98e897a93cc56b50,남자,20,경기,고등학교,바텐더,남성,3,20대,경기도,고졸
762,26ea973742a44c438ca7a350d311ca1e,남자,29,경기,2~3년제 전문대학,하역 및 적재 관련 단순 종사원,남성,3,20대,경기도,전문대졸
763,1a185e985b2943b187e27f224fde6d85,남자,29,강원,4년제 대학교,전자제품 개발 기술자 및 연구원,남성,3,20대,강원특별자치도,대졸
764,7d5c827388ce479b947914d5d65247fb,남자,22,부산,4년제 대학교,무직,남성,3,20대,부산광역시,대졸
765,3ab7f1d81f224238881a404dba9af8fe,남자,25,광주,4년제 대학교,무직,남성,3,20대,광주광역시,대졸
766,a83407a9f8734248ac207f38bcc4650e,남자,22,광주,2~3년제 전문대학,무직,남성,3,20대,광주광역시,전문대졸
767,0f19fcd15d8349139ecdf8cc52a11bb8,남자,29,경기,4년제 대학교,"전직 컴퓨터 하드웨어 기술자 및 연구원, 현재 구직중",남성,3,20대,경기도,대졸
768,767d1d0dfde14115adb9d55a5aae0e83,남자,26,충청남,4년제 대학교,도로운송 사무원,남성,3,20대,충청남,대졸
769,44c8daa49001435db4a3ce01b348e4d0,남자,22,경기,고등학교,대형 화물차 운전원,남성,3,20대,경기도,고졸
770,a7c2e553920b480bab8b2290358d7914,남자,27,서울,4년제 대학교,외국어 교사,남성,3,20대,서울특별시,대졸
771,4b6d0257497a44c98202effa494c5ebf,남자,22,경기,4년제 대학교,무직,남성,3,20대,경기도,대졸
772,67bc9503544a4ce68475b555d7acb76a,남자,26,경기,2~3년제 전문대학,복지시설 생활 지도원,남성,3,20대,경기도,전문대졸
773,6acd2718542144469b36abf07bd4deee,남자,24,경기,2~3년제 전문대학,경리 사무원,남성,3,20대,경기도,전문대졸
774,dfbb556230e74b0a9a9bad8213528300,남자,22,경기,4년제 대학교,무직,남성,3,20대,경기도,대졸
775,152a67ce45f44c66aae6de038a4714af,남자,28,경상남,2~3년제 전문대학,경리 사무원,남성,3,20대,경상남도,전문대졸
776,6962d3fe015f4b1a843a057855c47fd7,남자,24,부산,4년제 대학교,무직,남성,3,20대,부산광역시,대졸
777,fab53383aeb14105ae8a3c0cfe12369b,남자,23,대전,2~3년제 전문대학,"전직 직업상담사, 현재 구직중",남성,3,20대,대전광역시,전문대졸
778,f3e97bad3da24c3586533f74cf95bbd1,남자,24,서울,4년제 대학교,산업 안전원,남성,3,20대,서울특별시,대졸
779,f80c92ffc08d4e69ab2838d37330822b,남자,22,경상북,4년제 대학교,무직,남성,3,20대,경상북도,대졸
780,c4687af5a98a48bfb826ade20455c2e3,남자,26,충청북,고등학교,금속 세척기 조작원,남성,3,20대,충청북,고졸
781,c69bd45c01974f6daa78f931a1d98343,남자,20,경기,2~3년제 전문대학,조경 관련 관리자,남성,3,20대,경기도,전문대졸
782,c3a4789420b0452b94c3420388d98edc,남자,26,충청남,4년제 대학교,자재 관리 사무원,남성,3,20대,충청남,대졸
783,1cede21574b5469baf824bdf8841482f,남자,25,경기,고등학교,택배원,남성,3,20대,경기도,고졸
784,94ee426628a34e03872ee65010774774,남자,24,경기,2~3년제 전문대학,그 외 전기·전자기기 설치 및 수리원,남성,3,20대,경기도,전문대졸
785,efceaef54e944262ba2406d24d48f001,남자,21,전북,2~3년제 전문대학,무직,남성,3,20대,전북특별자치도,전문대졸
786,089d026eb77541ac94854308a4651610,남자,27,경기,고등학교,무직,남성,3,20대,경기도,고졸
787,7e7de3b489f24de8aa8491aa656b3075,남자,21,서울,2~3년제 전문대학,무직,남성,3,20대,서울특별시,전문대졸
788,2bc56d8622b943a7a40e35a099ba8ad5,남자,26,경기,4년제 대학교,"전직 약사, 현재 구직중",남성,3,20대,경기도,대졸
789,ee4439a180bc4b0cae261e699a05078b,남자,26,서울,2~3년제 전문대학,기계 경비원,남성,3,20대,서울특별시,전문대졸
790,2bcba0646067467e9aa746236a65e407,남자,20,부산,2~3년제 전문대학,무직,남성,3,20대,부산광역시,전문대졸
791,f549319356ef41d4aa90ab46907ebe11,남자,27,경기,4년제 대학교,머시닝센터 조작원,남성,3,20대,경기도,대졸
792,3cf6198d01d74d12a94ac4ac63f07f48,남자,29,대전,고등학교,그 외 택배원,남성,3,20대,대전광역시,고졸
793,b8fdfb19ba944ca5905c415185b2c0ab,남자,28,인천,4년제 대학교,무직,남성,3,20대,인천광역시,대졸
794,4b54f5ce893b454aac14960dac7f9dca,남자,26,광주,고등학교,건물 내 전기 설치 및 정비원,남성,3,20대,광주광역시,고졸
795,550eddaaa4d44e51bcba92315ee54cbb,남자,24,인천,2~3년제 전문대학,무직,남성,3,20대,인천광역시,전문대졸
796,18c173902a5a4488ab2308dbfc2910e3,남자,26,경기,2~3년제 전문대학,석제품 가공기 조작원,남성,3,20대,경기도,전문대졸
797,8e4ca669013d4d42bc594e0d77f02158,남자,29,경기,4년제 대학교,일식 조리사,남성,3,20대,경기도,대졸
798,88efd619a27244a7941696fde01b5c4f,남자,21,경상북,2~3년제 전문대학,철도교통 관제사,남성,3,20대,경상북도,전문대졸
799,955f1f2fff634c3cb1440b0701841b1a,남자,25,충청남,4년제 대학교,교육 및 훈련 사무원,남성,3,20대,충청남,대졸
800,584a845056f8458abc9b0f94dee618fb,남자,26,서울,4년제 대학교,무직,남성,3,20대,서울특별시,대졸
801,42780c9549d240028ad9606baa492cca,남자,20,부산,2~3년제 전문대학,컴퓨터 운영 관리자,남성,3,20대,부산광역시,전문대졸
802,d04ca44cdcec4013850005dbacc401af,남자,28,강원,4년제 대학교,관세행정 사무원,남성,3,20대,강원특별자치도,대졸
803,030c3b9c1c3c446481d0c0046f77d92a,남자,27,경기,2~3년제 전문대학,통신장비 기사,남성,3,20대,경기도,전문대졸
804,fb79dfdab3b74f0a99735dfdeda7d4bf,남자,21,경기,고등학교,음식 서비스 종사원,남성,3,20대,경기도,고졸
805,5227cd6bc0574e959479dd11ebd73fa1,남자,27,서울,4년제 대학교,무직,남성,3,20대,서울특별시,대졸
806,2af84a3b099246e597ca19010af2b0a6,남자,20,강원,2~3년제 전문대학,무직,남성,3,20대,강원특별자치도,전문대졸
807,1063b68065cc45d5ad5c8bb9599cc725,남자,28,전북,고등학교,무직,남성,3,20대,전북특별자치도,고졸
808,9060a9ee6dc1421fbeca2663f317c7af,남자,22,전북,4년제 대학교,그 외 일반 영업원,남성,3,20대,전북특별자치도,대졸
809,51d8890f88ee4823893fcb4ed43eb500,남자,27,서울,4년제 대학교,그 외 기획 및 마케팅 사무원,남성,3,20대,서울특별시,대졸
810,a0971d1a914a4f26acd334d28b0a1223,남자,27,경기,고등학교,법무 사무원,남성,3,20대,경기도,고졸
811,c1a8854f3133413ca895929a3dd8edc1,남자,21,강원,2~3년제 전문대학,무직,남성,3,20대,강원특별자치도,전문대졸
812,6371ae8f6fff41a0ae36339a72d132aa,남자,24,경기,4년제 대학교,모바일 애플리케이션 프로그래머,남성,3,20대,경기도,대졸
813,4b0388508dc04df3999ce90c9be9f3b1,남자,26,인천,고등학교,차량 도장기 조작원,남성,3,20대,인천광역시,고졸
814,5d6a9d44fa4a4d18affa14d13134a478,남자,26,서울,4년제 대학교,게임 프로그래머,남성,3,20대,서울특별시,대졸
815,b55e2b848537432fa23e176d08a674be,남자,23,경상북,4년제 대학교,농약 및 비료 시험원,남성,3,20대,경상북도,대졸
816,3bfc74f6b57048a09a4d45499db356fd,남자,28,울산,4년제 대학교,"전직 데이터 설계 및 프로그래머, 현재 구직중",남성,3,20대,울산광역시,대졸
817,b0d5a38f56994af99d2c5ccdc57d57b2,남자,27,서울,4년제 대학교,무직,남성,3,20대,서울특별시,대졸
818,edbe3c98f9bd4614a2db689b22f7fbaa,남자,23,서울,4년제 대학교,그 외 기획 및 마케팅 사무원,남성,3,20대,서울특별시,대졸
819,c4cdc9bb43124fc387e374718a7e6f1d,남자,27,광주,고등학교,철로 보수원,남성,3,20대,광주광역시,고졸
820,f084824dc8ba45ea9bc26b8da7349e04,남자,22,서울,고등학교,목형원,남성,3,20대,서울특별시,고졸
821,a9ca890fa3c24103a4176bd384ffa362,남자,21,전북,2~3년제 전문대학,무직,남성,3,20대,전북특별자치도,전문대졸
822,55c145bca43f4c829f66ef02e1e8deee,남자,25,강원,2~3년제 전문대학,관세행정 사무원,남성,3,20대,강원특별자치도,전문대졸
823,1ea80fcb5e2c419e8e219e073bcda66b,남자,26,경상남,4년제 대학교,무직,남성,3,20대,경상남도,대졸
824,6faeb99236834b98bed0c57da0b56c51,남자,24,서울,4년제 대학교,법무 사무원,남성,3,20대,서울특별시,대졸
825,f8f2662369554991b62b7dac16a10521,남자,22,부산,4년제 대학교,품질 관리 사무원,남성,3,20대,부산광역시,대졸
826,9265c81f3fab487b8df256b04023b5d3,남자,23,전북,2~3년제 전문대학,철도운송 관련 종사원,남성,3,20대,전북특별자치도,전문대졸
827,fd2f94886bc74b9f9de1463125c528c8,남자,20,광주,2~3년제 전문대학,무직,남성,3,20대,광주광역시,전문대졸
828,778609a8e69a4194b164f80fd6abd7df,남자,24,인천,4년제 대학교,과학 교사,남성,3,20대,인천광역시,대졸
829,0487828075714347a6fb33642f90e342,남자,23,대구,4년제 대학교,무직,남성,3,20대,대구광역시,대졸
830,a3cf6420e4be4af79c83f7dacf1a69c0,남자,28,전북,2~3년제 전문대학,무직,남성,3,20대,전북특별자치도,전문대졸
831,2b1a736c57c84751bd223f4446a86bad,남자,21,인천,2~3년제 전문대학,영업 관리 사무원,남성,3,20대,인천광역시,전문대졸
832,0d4ab31bf2644c6580545ab925e602bf,남자,26,경기,2~3년제 전문대학,무직,남성,3,20대,경기도,전문대졸
833,c3e91ad0759a4ac79c5afce197665d6a,남자,25,울산,2~3년제 전문대학,단말기 및 통신 서비스 판매원,남성,3,20대,울산광역시,전문대졸
834,648df136b37940fe869ec1a542887e92,남자,20,경상북,2~3년제 전문대학,무직,남성,3,20대,경상북도,전문대졸
835,b65bb0ea20f1483c91b42ecaf07d2324,남자,27,대전,4년제 대학교,무직,남성,3,20대,대전광역시,대졸
836,4cf9e0e8bf5f4d028dfe174dfd34ae38,남자,20,서울,2~3년제 전문대학,출납 창구 사무원,남성,3,20대,서울특별시,전문대졸
837,254509f6dbb94a31aa738d055866ff50,남자,29,울산,4년제 대학교,생산관리 사무원,남성,3,20대,울산광역시,대졸
838,6fb386cbeb654a01bf7d7ea300d23d95,남자,23,경상남,2~3년제 전문대학,연선기 조작원,남성,3,20대,경상남도,전문대졸
839,a5440ad8e12441c9bd33b3871d7c2495,남자,29,서울,4년제 대학교,"전직 고무·플라스틱 기술자 및 연구원, 현재 구직중",남성,3,20대,서울특별시,대졸
840,b7c6e77fe82a424abb0e71c923e937dc,남자,27,경기,4년제 대학교,사무 보조원,남성,3,20대,경기도,대졸
841,6b7849d778d94c169bce03b2e13cc6bb,남자,25,부산,고등학교,건물 경비원,남성,3,20대,부산광역시,고졸
842,98a383446ffe48d1b6c01edd8983b7dd,남자,27,전북,고등학교,"전직 전기 용접원, 현재 구직중",남성,3,20대,전북특별자치도,고졸
843,d1f04dffb1984bc1bcaf26abf2d531bd,남자,29,서울,4년제 대학교,"전직 건물 내 전기 설치 및 정비원, 현재 구직중",남성,3,20대,서울특별시,대졸
844,ceed88497dba4fafb3de64bd8be4dbdf,남자,21,경기,2~3년제 전문대학,무직,남성,3,20대,경기도,전문대졸
845,076db423b4004ef3adeccc6326d0a9bc,남자,22,서울,4년제 대학교,무직,남성,3,20대,서울특별시,대졸
846,e3319336bec04dc0bdb32b42e18be401,남자,23,경기,고등학교,무직,남성,3,20대,경기도,고졸
847,61a38d5d77a34959aa6240fca01ac647,남자,27,서울,대학원,식품 영업원,남성,3,20대,서울특별시,대학원졸
848,55f3b521a55a4ab98b4bfb08aeec5b71,남자,23,인천,2~3년제 전문대학,산업 안전원,남성,3,20대,인천광역시,전문대졸
849,5415f6e03d1a451b92bfacb7aae4f2c9,남자,28,경상남,고등학교,무직,남성,3,20대,경상남도,고졸
850,e10ff26f937343e2ac30bd94e4141f98,남자,29,울산,4년제 대학교,무직,남성,3,20대,울산광역시,대졸
851,fb9392d8e7f14eb08919255f58646552,남자,29,인천,2~3년제 전문대학,광학기구 수리원,남성,3,20대,인천광역시,전문대졸
852,9f4e52c759ed4cfcafdd07e64e61c8a9,남자,22,경기,4년제 대학교,무직,남성,3,20대,경기도,대졸
853,b5677e2bc8294651849b918bbf7ed57f,남자,26,경기,4년제 대학교,한식 조리사,남성,3,20대,경기도,대졸
854,16c57c6c756644409519275424b27e09,남자,29,경기,4년제 대학교,무직,남성,3,20대,경기도,대졸
855,615c7a166d5c4680ba082389fc537688,남자,28,경상북,고등학교,무직,남성,3,20대,경상북도,고졸
856,d7ad43ca999142f8a507ff12cb4a1a1a,남자,29,경기,고등학교,고무제품 생산기 조작원,남성,3,20대,경기도,고졸
857,3426bbfbcefd44a2bd71e3492afcb9ec,남자,28,광주,4년제 대학교,총무 사무원,남성,3,20대,광주광역시,대졸
858,ba70113f2e4b44cd82b0e5698ba08285,남자,29,서울,고등학교,전기기기 설치 및 정비원,남성,3,20대,서울특별시,고졸
859,3fe03a3513f144a99783c113d39a619f,남자,21,광주,2~3년제 전문대학,청각장애인 특수교육 교사,남성,3,20대,광주광역시,전문대졸
860,3dc56684b390464eb7b355804c3f36c6,남자,24,전라남,4년제 대학교,식품공학 시험원,남성,3,20대,전라남,대졸
861,b4fb4642ec414c75a816e6885e4a9c26,남자,28,대구,4년제 대학교,평론가,남성,3,20대,대구광역시,대졸
862,bed44481256c4117b9863e2645fab42a,남자,29,광주,4년제 대학교,그 외 기획 및 마케팅 사무원,남성,3,20대,광주광역시,대졸
863,3fe6583be8a847b2bd6dd3c3882aaae3,남자,29,인천,4년제 대학교,일반 비서,남성,3,20대,인천광역시,대졸
864,dd8ef9c854c2477d9c2db2bb62178b20,남자,26,경기,4년제 대학교,"전직 생산관리 사무원, 현재 구직중",남성,3,20대,경기도,대졸
865,d7385aebf61e42bf869ecc1f6156cab1,남자,23,경상남,4년제 대학교,치과기공사,남성,3,20대,경상남도,대졸
866,ee9d806a0d6b439b8ee12bddad312092,남자,20,대구,2~3년제 전문대학,그 외 제도사,남성,3,20대,대구광역시,전문대졸
867,522121335ffb4688984946be0561fc1a,남자,25,경기,4년제 대학교,"전직 데이터 분석가, 현재 구직중",남성,3,20대,경기도,대졸
868,d8d75c2232e64bc5b962e04e18966973,남자,27,경기,4년제 대학교,산업 안전원,남성,3,20대,경기도,대졸
869,49151bb160f843419b6e7b0d6642a138,남자,22,부산,4년제 대학교,철도운송 관련 종사원,남성,3,20대,부산광역시,대졸
870,516efdb6a55b489abd7497f50e0de3b4,남자,23,경기,2~3년제 전문대학,지게차 운전원,남성,3,20대,경기도,전문대졸
871,03cb14de31e74dc8a26a33fe88116858,남자,25,서울,고등학교,건물 경비원,남성,3,20대,서울특별시,고졸
872,1d5fae1b79a64190a135920385c5bc02,남자,24,경기,2~3년제 전문대학,무직,남성,3,20대,경기도,전문대졸
873,c1b0f57f1b924bb7a43064a4beb6bb65,남자,20,전북,2~3년제 전문대학,경영 기획 사무원,남성,3,20대,전북특별자치도,전문대졸
874,cebe6a0fb28e46a4944685d125abec52,남자,29,세종,4년제 대학교,품질 관리 사무원,남성,3,20대,세종특별자치시,대졸
875,f952333d5875470191445684bf9f0c42,남자,26,경기,고등학교,자동차 엔진 조립원,남성,3,20대,경기도,고졸
876,f921c16bad4a46efba225bda50bca67c,남자,22,부산,2~3년제 전문대학,무직,남성,3,20대,부산광역시,전문대졸
877,39318eaf825447ffbd1f6a3291efb63a,남자,26,전라남,4년제 대학교,항공운송 사무원,남성,3,20대,전라남,대졸
878,b9b5d008664b487e9972cf4999a4f0e9,남자,26,서울,고등학교,무직,남성,3,20대,서울특별시,고졸
879,f9403147bda840aba96ebb3d2ae3f02e,남자,27,서울,대학원,기업 고위 임원,남성,3,20대,서울특별시,대학원졸
880,97de9eec5ecb4d77b4399d78c22f296a,남자,26,전북,고등학교,무직,남성,3,20대,전북특별자치도,고졸
881,14f98774288b40e38d7217255cd56115,남자,22,서울,4년제 대학교,무직,남성,3,20대,서울특별시,대졸
882,5cf803f79c9f490a905212ee8a532cf5,남자,26,경기,고등학교,시설 경비원,남성,3,20대,경기도,고졸
883,2f5063b8e7c1420983e692c8d427ead3,남자,26,경상남,4년제 대학교,교육 및 훈련 사무원,남성,3,20대,경상남도,대졸
884,159a6a73c0e447a6a2948f8f6bef5d16,남자,26,경기,2~3년제 전문대학,무직,남성,3,20대,경기도,전문대졸
885,53bf707b4a8e4f12bd38321922a85643,남자,21,경기,2~3년제 전문대학,화학제품 생산 관리자,남성,3,20대,경기도,전문대졸
886,808cc44431114d23a91c0d6223b78266,남자,28,경기,4년제 대학교,마케팅 전문가,남성,3,20대,경기도,대졸
887,5094364bc0a544718e93028ac4f3bfc9,남자,23,경기,2~3년제 전문대학,이삿짐 운반원,남성,3,20대,경기도,전문대졸
888,6da7e75431804876bf05dedeafd112ae,남자,28,서울,4년제 대학교,게임 프로그래머,남성,3,20대,서울특별시,대졸
889,f0f0e8c0a5e74a36b4d651733b9797fd,남자,25,부산,2~3년제 전문대학,그 외 기계장비 설치 및 정비원,남성,3,20대,부산광역시,전문대졸
890,7caf2ba3e4b64b9da77ac1f8b9c9a490,남자,20,경기,중학교,그 외 제조 관련 단순 종사원,남성,3,20대,경기도,중졸
891,3958e53633d64b2c917061ffaef4430a,남자,29,부산,2~3년제 전문대학,철도운송 관련 종사원,남성,3,20대,부산광역시,전문대졸
892,48f7aa4f87b940a0b0a98a705fb2d412,남자,25,인천,2~3년제 전문대학,산업 특화 소프트웨어 프로그래머,남성,3,20대,인천광역시,전문대졸
893,37808cd232ec43eba4c17776bf8a4645,남자,27,경상북,4년제 대학교,금형원,남성,3,20대,경상북도,대졸
894,dd32c28550f7450098a91cf5aa333336,남자,24,서울,4년제 대학교,그 외 조리사,남성,3,20대,서울특별시,대졸
895,d2704d1348b54b7682bc91ee0559680c,남자,26,경기,4년제 대학교,"전직 고무·플라스틱 기술자 및 연구원, 현재 구직중",남성,3,20대,경기도,대졸
896,67fb4987542c428c8fb69a95b1e38384,남자,25,경상북,4년제 대학교,무직,남성,3,20대,경상북도,대졸
897,339ec060a40f488998cc6262d7fbd215,남자,21,전라남,고등학교,건물 경비원,남성,3,20대,전라남,고졸
898,4e63f99551b74fa0a4fe88dabe78f60d,남자,21,경기,2~3년제 전문대학,가스·에너지 기술자 및 연구원,남성,3,20대,경기도,전문대졸
899,cd467590d8bb433f85c0a76c44e3ecac,남자,27,경상남,2~3년제 전문대학,무직,남성,3,20대,경상남도,전문대졸
900,758b42f8f6a441128329edd00b896e50,남자,25,광주,4년제 대학교,국가행정 사무원,남성,3,20대,광주광역시,대졸
901,aff4aefa0e464796b08b285391dd81c7,남자,21,부산,2~3년제 전문대학,무직,남성,3,20대,부산광역시,전문대졸
902,b777b2cce4b846ebada8fb49adfe9ae4,남자,22,대구,2~3년제 전문대학,무직,남성,3,20대,대구광역시,전문대졸
903,f9d2a95efd2b48f6b6c2a24303a9ca0c,남자,26,경기,4년제 대학교,경리 사무원,남성,3,20대,경기도,대졸
904,e08eded855604825aeb2d3eaf8a9bec1,남자,27,경기,4년제 대학교,"전직 사무 보조원, 현재 구직중",남성,3,20대,경기도,대졸
905,f69f49c97e324694883f636d846d95a4,남자,29,서울,4년제 대학교,일반 비서,남성,3,20대,서울특별시,대졸
906,eba14198f05b46758150f8f7dc540647,남자,22,대구,2~3년제 전문대학,무직,남성,3,20대,대구광역시,전문대졸
907,b33287166ecf4477b38754201a8c3b30,남자,23,대구,고등학교,승용차 및 승합차 운전원,남성,3,20대,대구광역시,고졸
908,7036b9ada9964da29d638a112e85dba3,남자,28,경기,2~3년제 전문대학,전자공학 시험원,남성,3,20대,경기도,전문대졸
909,11004f11108446f19978f105be27674e,남자,23,경기,4년제 대학교,영업 관련 관리자,남성,3,20대,경기도,대졸
910,8f595eea30ea4c399441324e9d109ee0,남자,21,울산,2~3년제 전문대학,네트워크 시스템 개발자,남성,3,20대,울산광역시,전문대졸
911,1c4b6dd36cea403180951cda80c57c6c,남자,29,서울,4년제 대학교,방송 송출 장비 기사,남성,3,20대,서울특별시,대졸
912,54ddb702139a45fe80503dd25a0c3af2,남자,27,충청남,4년제 대학교,경영 기획 사무원,남성,3,20대,충청남,대졸
913,e1928d17813645d08c106eae1796d9ee,남자,24,서울,고등학교,무직,남성,3,20대,서울특별시,고졸
914,00f122d88b054f34a5d061b6547f6d07,남자,26,서울,4년제 대학교,데이터 관리 및 운영자,남성,3,20대,서울특별시,대졸
915,32ff41cf5f81475d838ac83b3b62bb27,남자,27,경기,4년제 대학교,플랜트공학 기술자 및 연구원,남성,3,20대,경기도,대졸
916,e0aadb9efb0343a8ba1f4cb0c9af0eb4,남자,29,인천,4년제 대학교,무직,남성,3,20대,인천광역시,대졸
917,57aa0ab07609448fa95a7a3035b20b0d,남자,28,광주,2~3년제 전문대학,양식 조리사,남성,3,20대,광주광역시,전문대졸
918,f7d432c168314846992c321a8a05143b,남자,24,충청북,고등학교,육아 도우미,남성,3,20대,충청북,고졸
919,7103ff3a82604366b78af72f92e33a17,남자,21,대구,2~3년제 전문대학,"전직 그 외 전기·전자기기 설치 및 수리원, 현재 구직중",남성,3,20대,대구광역시,전문대졸
920,6ffb3848c6474b29aadd571d3e5004b0,남자,24,경기,고등학교,대형 화물차 운전원,남성,3,20대,경기도,고졸
921,94a8816a67ce401aab9b738efdae107d,남자,27,전라남,4년제 대학교,철도운송 관련 종사원,남성,3,20대,전라남,대졸
922,1779bac6c1c14468934541f5b5e33e4f,남자,28,경기,4년제 대학교,화학기계 설치 및 정비원,남성,3,20대,경기도,대졸
923,ba5a77008fe54949a5f514dfd72ce886,남자,22,대전,4년제 대학교,"전직 회계 사무원, 현재 구직중",남성,3,20대,대전광역시,대졸
924,077c02a711944213a3bcc478d297f4e6,남자,28,서울,고등학교,대형 화물차 운전원,남성,3,20대,서울특별시,고졸
925,4fa5e2b663164944817a2010a6535c87,남자,24,강원,고등학교,그 외 음식 서비스 종사원,남성,3,20대,강원특별자치도,고졸
926,ea3716c79fa84769864716c00b27eea2,남자,23,세종,4년제 대학교,그 외 음식 서비스 종사원,남성,3,20대,세종특별자치시,대졸
927,46ebb85718484ca8957cb3053e08ef5e,남자,26,대전,4년제 대학교,산업 안전원,남성,3,20대,대전광역시,대졸
928,8a38e80bcae24449a2be4a4034af3076,남자,28,경기,4년제 대학교,농업용 기계장비 기술 영업원,남성,3,20대,경기도,대졸
929,6189dac02527479f8539bb48b8be2ccd,남자,20,서울,고등학교,가구 도장기 조작원,남성,3,20대,서울특별시,고졸
930,9275fc37eaf14488b451da70838ac8b4,남자,29,경기,4년제 대학교,무직,남성,3,20대,경기도,대졸
931,086466aa529c419686bb23ea801ca119,남자,22,강원,4년제 대학교,사무 보조원,남성,3,20대,강원특별자치도,대졸
932,8431686174c74f1ea836af8a2ab62c5e,남자,24,경기,고등학교,무직,남성,3,20대,경기도,고졸
933,1ab48415b6444091be5bd3a124119a1f,남자,23,경상북,4년제 대학교,무직,남성,3,20대,경상북도,대졸
934,41650b5fe64e4232b42f6d28c9d48af1,남자,22,전라남,4년제 대학교,전화 상담원,남성,3,20대,전라남,대졸
935,601f63629aa54894909a019ce60fe03a,남자,20,경상남,2~3년제 전문대학,자동 재단기 조작원,남성,3,20대,경상남도,전문대졸
936,29638aa17be147e2961b2731fd32dfac,남자,26,충청남,4년제 대학교,구급 요원,남성,3,20대,충청남,대졸
937,95ddf2db8f4946f2ab7582e828960ebe,남자,23,강원,고등학교,무직,남성,3,20대,강원특별자치도,고졸
938,9ad0b34b68684b86b18d27836bedd89c,남자,26,인천,2~3년제 전문대학,그 외 기획 및 마케팅 사무원,남성,3,20대,인천광역시,전문대졸
939,eb2f14127b34414bbda8bfd463fea50d,남자,27,제주,2~3년제 전문대학,시설 경비원,남성,3,20대,제주특별자치도,전문대졸
940,bdf074403cc9445c82050fe5fdf4cfce,남자,20,경상남,2~3년제 전문대학,무직,남성,3,20대,경상남도,전문대졸
941,f12114a7ca5f4a73b57a1cc92fdf0194,남자,25,서울,4년제 대학교,무직,남성,3,20대,서울특별시,대졸
942,1ad1891448624e56860a43330bba2416,남자,21,경기,2~3년제 전문대학,사무 보조원,남성,3,20대,경기도,전문대졸
943,09f56b620cec44f39233b714f31d4a05,남자,27,충청북,2~3년제 전문대학,전기 용접원,남성,3,20대,충청북,전문대졸
944,b74affae5f0c463d80e23245059eb6e2,남자,26,울산,4년제 대학교,그 외 법률 관련 사무원,남성,3,20대,울산광역시,대졸
945,1031936e53464a5c8274c9636509ab82,남자,25,서울,2~3년제 전문대학,전화 상담원,남성,3,20대,서울특별시,전문대졸
946,9699c60540d2465da817f51e236aaa41,남자,25,부산,고등학교,전기 용접원,남성,3,20대,부산광역시,고졸
947,6004a5c3a6c14dbfbeb19ca5a8860e64,남자,25,경기,2~3년제 전문대학,무직,남성,3,20대,경기도,전문대졸
948,d065107b14fd4d00b964e8aab3573a04,남자,24,경상남,고등학교,냉난방기 관련 설비 조작원,남성,3,20대,경상남도,고졸
949,f07b2a25a4e64767872536d472bb5c99,남자,28,서울,고등학교,지게차 운전원,남성,3,20대,서울특별시,고졸
950,349e997b0faf4119a1cb3b7ac03735e4,남자,22,경기,2~3년제 전문대학,무직,남성,3,20대,경기도,전문대졸
951,0bc78c046c294c09b6c0f90a4574380b,남자,23,경상북,4년제 대학교,경리 사무원,남성,3,20대,경상북도,대졸
952,470833b94a834fd9b09cd37795ddd413,남자,21,서울,2~3년제 전문대학,전화 상담원,남성,3,20대,서울특별시,전문대졸
953,0a144f34a6044362858acf091bac1ab3,남자,27,경기,4년제 대학교,그 외 전기공학 기술자 및 연구원,남성,3,20대,경기도,대졸
954,205bb81524464a3c961713c04254d873,남자,25,경상북,4년제 대학교,일반 비서,남성,3,20대,경상북도,대졸
955,c088949ce4bd4896a8b39c6a17e8d1d9,남자,23,경기,4년제 대학교,그 외 산업 안전 및 위험 관리원,남성,3,20대,경기도,대졸
956,392e20b989ad48569a8ba677e6b0a10a,남자,29,울산,2~3년제 전문대학,"전직 품질 관리 사무원, 현재 구직중",남성,3,20대,울산광역시,전문대졸
957,ab2cb2c2cdc74a699f0d6a9118dd3ebf,남자,26,광주,4년제 대학교,"전직 경영 기획 사무원, 현재 구직중",남성,3,20대,광주광역시,대졸
958,b7774cdf0eab4a65a4951c4dbaea0a9e,남자,22,경기,4년제 대학교,"전직 일반 비서, 현재 구직중",남성,3,20대,경기도,대졸
959,60a0e097aaad43f48a683fad5a9bd7dd,남자,29,서울,4년제 대학교,정보 보안 전문가,남성,3,20대,서울특별시,대졸
960,59bc6937a94845ddb2d38e87e1fa5749,남자,27,인천,2~3년제 전문대학,영업 관리 사무원,남성,3,20대,인천광역시,전문대졸
961,7557a4b78dbd4353aaed6c804c42df32,남자,28,충청남,4년제 대학교,무직,남성,3,20대,충청남,대졸
962,a11c336fe4bf44fc804284a10bed91af,남자,27,경기,2~3년제 전문대학,무직,남성,3,20대,경기도,전문대졸
963,5cdef042113545318d1dc4d2ebd02cdb,남자,25,경기,4년제 대학교,그 외 기능 관련 종사원,남성,3,20대,경기도,대졸
