p__d31001,p__d31002,p__d31003,p__d31005,p__d31007,p__m01001,p__m01002,p__m01003,p__m01004,p__m01005,p__m01006,p__m01007,p__m01008,p__m01009,p__m01010,p__m01011,p__m01012,p__m01013,p__m01014,p__m01015,p__m01016,p__m01017,p__m01018,p__m01019,p__m01020,p__m01021,p__m01022,p__m01023,p__m01024,p__d26001,p__d26075,p__d26092,p__d11001,p__d22001,p__d28001,p__d29001,_idx,_model,_wave,성별,연령대
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2372,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,4,3,4,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2373,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2374,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,4,4,3,3,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2375,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2376,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2377,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2378,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2379,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2380,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2381,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2382,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2383,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2384,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2385,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2386,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,3,4,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2387,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2388,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2389,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2390,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2391,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,2392,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2393,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2394,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,4,4,3,3,3,4,3,3,1,1,2,1,1,2,1,2395,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2396,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,2397,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2398,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2399,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,4,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,3,1,1,1,1,1,2,1,2400,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,4,3,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2401,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2402,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,4,1,1,1,1,1,2,1,2403,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2404,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2405,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,2,2406,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,2,3,3,3,1,1,2,1,1,2,2,2407,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2408,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2409,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2410,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,4,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,4,1,1,1,1,1,2,1,2411,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,4,3,4,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2412,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2413,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2414,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,2415,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,2416,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,1,1,1,2,1,2417,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2418,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,4,2,2,2,2,2,3,3,3,4,4,3,3,3,4,4,4,1,1,1,1,1,2,1,2419,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,4,1,1,2,1,1,2,1,2420,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,4,3,3,1,1,2,1,1,2,1,2421,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2422,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2423,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2424,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2425,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2426,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,2427,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2428,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2429,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2430,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2431,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2432,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2433,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,1,1,1,2,1,2434,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,4,3,3,2,3,3,2,2,2,2,2,3,2,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2435,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2436,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2437,gemini,2024,남성,6
3,1,1.0,4.0,2.0,2,3,3,4,3,3,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2438,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,2439,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2440,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,4,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2441,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,4,4,3,3,3,4,3,3,1,1,2,1,1,2,1,2442,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,4,3,4,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2443,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,2444,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2445,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2446,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2447,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2448,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,1,1,1,2,1,2449,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2450,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,4,4,3,4,4,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2451,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2452,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2453,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,3,1,1,2,1,1,2,1,2454,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2455,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2456,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2457,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2458,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2459,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,4,4,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2460,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2461,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2462,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,2463,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2464,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,2465,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2466,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2467,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2468,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2469,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2470,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,4,4,3,3,3,3,3,3,1,1,1,1,1,2,1,2471,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2472,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2473,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,4,1,1,2,1,1,2,1,2474,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2475,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2476,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2477,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2478,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2479,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,4,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2480,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,1,1,1,2,1,2481,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2482,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,2,2483,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2484,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2485,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,4,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2486,gemini,2024,남성,6
3,1,1.0,1.0,2.0,3,3,4,4,4,3,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2487,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2488,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,4,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2489,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2490,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2491,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,2492,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,2493,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2494,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,4,4,4,3,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,3,1,1,2,1,1,2,1,2495,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2496,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,2,2497,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,4,4,3,3,3,3,3,3,1,1,1,1,1,2,1,2498,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,4,4,4,3,3,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2499,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2500,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2501,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2502,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2503,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,4,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2504,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2505,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,4,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2506,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,2507,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,4,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,2,3,3,3,1,1,2,1,1,2,1,2508,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,4,3,3,1,1,2,1,1,2,1,2509,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2510,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2511,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2512,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,4,2,2,2,2,2,3,3,3,4,4,3,3,3,4,3,4,1,1,2,1,1,2,1,2513,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,2,4,4,3,3,3,3,3,3,1,1,1,1,1,2,1,2514,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,4,3,3,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,1,1,1,2,1,2515,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2516,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2517,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,1,2518,gemini,2024,남성,6
3,1,1.0,1.0,2.0,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,4,4,3,3,3,3,3,3,1,1,2,2,1,2,2,2519,gemini,2024,남성,6
